stimulus,saliency
nr1.png,0.20381930470466614
nr10.png,0.17600595951080322
nr100.png,0.15363770723342896
nr101.png,0.12048310786485672
nr102.png,0.15559184551239014
nr106.png,0.2000754177570343
nr107.png,0.22579075396060944
nr109.png,0.17309865355491638
nr11.png,0.2934083342552185
nr111.png,0.16421329975128174
nr112.png,0.17835815250873566
nr113.png,0.2438037097454071
nr114.png,0.19022135436534882
nr12.png,0.21505455672740936
nr120.png,0.14390438795089722
nr121.png,0.2737939953804016
nr124.png,0.18956056237220764
nr125.png,0.20125296711921692
nr14.png,0.1732148826122284
nr15.png,0.20507623255252838
nr18.png,0.19902770221233368
nr19.png,0.2774979770183563
nr2.png,0.15261581540107727
nr20.png,0.21689176559448242
nr21.png,0.26069802045822144
nr27.png,0.250417023897171
nr28.png,0.2069132775068283
nr29.png,0.23308496177196503
nr3.png,0.2273789346218109
nr30.png,0.2111200988292694
nr31.png,0.19781264662742615
nr39.png,0.16924980282783508
nr4.png,0.2216040939092636
nr41.png,0.19597291946411133
nr42.png,0.18248379230499268
nr44.png,0.15619809925556183
nr45.png,0.18352173268795013
nr46.png,0.21757115423679352
nr48.png,0.15297693014144897
nr49.png,0.14606860280036926
nr50.png,0.22009021043777466
nr51.png,0.240543395280838
nr52.png,0.2266526222229004
nr53.png,0.13670241832733154
nr54.png,0.18397404253482819
nr55.png,0.18151021003723145
nr56.png,0.32091689109802246
nr57.png,0.1295003592967987
nr58.png,0.2539493143558502
nr60.png,0.1690906286239624
nr62.png,0.1568707972764969
nr63.png,0.3054605722427368
nr65.png,0.21712876856327057
nr69.png,0.2752735912799835
nr7.png,0.22305762767791748
nr72.png,0.2149607092142105
nr74.png,0.23598794639110565
nr75.png,0.1513609141111374
nr76.png,0.2563113868236542
nr79.png,0.3046691119670868
nr8.png,0.11932610720396042
nr80.png,0.1975957304239273
nr81.png,0.1864667534828186
nr83.png,0.25038087368011475
nr84.png,0.17087404429912567
nr85.png,0.1917257159948349
nr87.png,0.2709777057170868
nr88.png,0.260513573884964
nr89.png,0.174183651804924
nr9.png,0.1825638860464096
nr90.png,0.1770828366279602
nr91.png,0.15917257964611053
nr92.png,0.15562023222446442
nr93.png,0.2029261291027069
nr94.png,0.2361404150724411
nr95.png,0.2353590726852417
nr96.png,0.16927620768547058
nr97.png,0.26166942715644836
nr98.png,0.18858017027378082
nr99.png,0.2487042099237442
